"pid","sale_price","sale_date","sale_price_2009","sale_date_2009","total_2024","total_2023"
20220,144000,2002-01-15,NA,NA,310940,216510
20221,420000,2022-02-16,NA,NA,364070,236950
20222,0,1936-09-28,NA,NA,178360,115290
20223,0,1939-11-13,NA,NA,166950,50400
20224,0,1980-08-27,NA,NA,3815630,245280
20225,0,1939-11-13,NA,NA,38920,13720
20226,86000,2006-02-06,NA,NA,37940,13930
20227,140000,2023-07-19,NA,NA,618590,632520
20228,0,1964-01-16,NA,NA,373450,366450
20229,1535000,2024-07-02,NA,NA,993020,590380
20230,0,1945-12-18,NA,NA,2666020,1941170
20231,3e+05,2018-05-17,NA,NA,298830,210700
20232,0,1965-02-17,NA,NA,772590,729680
20233,0,1980-08-27,NA,NA,167720,101850
20234,0,1980-08-27,NA,NA,551740,504980
20235,0,1980-08-27,NA,NA,38987060,38951500
20236,0,1981-12-30,NA,NA,1687490,1252230
20237,0,2020-06-16,NA,NA,12190990,10897950
20238,2285649,2012-04-19,NA,NA,2506770,2038400
20239,0,1916-10-17,NA,NA,369110,205870
20240,1,2001-10-19,NA,NA,595280,421610
20241,0,1924-12-16,NA,NA,171430,99470
20242,0,1981-05-06,NA,NA,1071210,865550
20243,0,1980-08-27,NA,NA,263014290,363020
20244,406000,2021-09-28,NA,NA,465010,252630
20245,512500,2017-03-22,NA,NA,658140,520450
20246,0,1965-02-03,NA,NA,970550,719600
20247,183000,2014-11-26,NA,NA,333550,323820
20248,0,2022-07-21,NA,NA,103110,56910
20249,265000,2006-10-24,NA,NA,249410,310730
20250,116000,2001-08-17,NA,NA,196280,161070
20251,0,1982-05-10,NA,NA,1014300,933170
20252,265000,2021-04-07,NA,NA,236110,188160
20253,1e+06,2021-09-03,NA,NA,236110,188160
20254,1e+06,2021-09-03,NA,NA,233310,187670
20255,2e+05,2010-05-03,NA,NA,236110,188160
20256,315000,2022-06-10,NA,NA,233240,186060
20257,335000,2021-09-13,NA,NA,233240,186060
20258,1e+06,2021-09-03,NA,NA,233240,158410
20259,315000,2021-10-14,NA,NA,236110,188160
20260,2e+05,2008-12-26,NA,NA,236110,188160
20261,115000,2002-01-23,NA,NA,236110,188160
20262,1e+05,1999-05-19,NA,NA,236110,188160
20263,91000,1999-03-16,NA,NA,236110,188160
20264,287500,2007-08-07,NA,NA,236110,188160
20265,92000,1999-03-02,NA,NA,236110,188160
20266,1600000,1991-12-30,NA,NA,2199470,945000
20267,0,1999-08-02,NA,NA,252840,140170
20269,5e+05,2003-04-24,NA,NA,381990,331940
20272,205000,2018-06-20,NA,NA,187530,141120
20273,245000,2007-11-27,NA,NA,144970,113890
20274,2400000,1990-06-28,NA,NA,1545950,2004450
20275,0,1967-04-27,NA,NA,2048970,1423100
20276,5e+05,2017-09-18,NA,NA,706370,608020
20277,675000,2022-10-14,NA,NA,594020,389550
20278,1650000,2020-02-13,NA,NA,1332800,1166970
20280,630000,2024-08-01,535000,2009-04-28,345520,222180
20281,302500,2024-04-19,NA,NA,525000,776020
20283,0,2007-12-19,NA,NA,245490,200900
20284,210000,2016-11-17,NA,NA,431200,264320
20285,260000,2015-05-28,NA,NA,305200,208250
20287,350000,2023-02-02,NA,NA,127050,117670
20288,350000,2023-02-02,NA,NA,159530,112560
20289,225000,2000-12-04,NA,NA,321580,310310
20290,0,2005-08-29,NA,NA,209370,188090
20291,330000,2003-04-21,NA,NA,761040,548380
20292,0,1900-01-01,NA,NA,142590,127890
20293,585000,2018-04-02,NA,NA,656740,552930
20294,0,1990-03-16,NA,NA,135170,124250
20295,0,1988-04-18,NA,NA,36470,25550
20296,2175000,2022-03-17,NA,NA,2324000,1456770
20297,0,2002-02-04,NA,NA,45033800,53180540
20298,3930188,2000-09-01,NA,NA,2713410,2592450
20299,1e+05,1993-07-20,NA,NA,4061640,890540
20300,0,1903-07-11,NA,NA,466620,436520
20301,140000,2021-09-13,NA,NA,92680,61110
20303,1e+05,2022-07-14,NA,NA,86240,46060
20304,514500,2021-10-15,NA,NA,401240,223020
20305,750000,2018-11-06,NA,NA,627480,541660
20306,249000,2017-06-14,NA,NA,382970,243740
20307,155000,2016-05-12,NA,NA,338310,213500
20308,0,1926-06-08,NA,NA,11529700,5648160
20309,215000,2017-10-31,NA,NA,336000,203350
20310,235000,2007-05-25,NA,NA,263060,175700
20312,70000,2013-07-31,NA,NA,151970,99050
20314,0,2009-05-20,0,2009-05-20,364770,237650
20315,0,2013-12-23,NA,NA,422660,242340
20316,540000,2024-04-08,NA,NA,404250,248780
20317,105450,2001-09-10,NA,NA,234360,197610
20318,225000,2001-12-20,NA,NA,252770,242620
20319,297000,2015-08-04,NA,NA,417970,245630
20320,433000,2021-07-12,NA,NA,368410,236600
20321,350000,2017-11-17,NA,NA,299040,246050
20322,110000,2016-06-08,NA,NA,476770,371700
20323,405000,2012-04-03,NA,NA,364840,273490
20324,930000,2014-11-14,NA,NA,783860,654710
20325,1,2018-11-19,0,2009-01-27,320390,221480
20326,525000,2024-03-13,NA,NA,457030,290500
20327,5e+05,2010-06-01,NA,NA,357070,352240
20328,1350000,2019-02-04,NA,NA,252000,380170
20329,1350000,2019-02-04,NA,NA,73500,171080
20330,511000,2021-12-23,NA,NA,340130,723520
20331,725000,2020-02-13,NA,NA,723170,486500
20332,0,1985-04-11,NA,NA,500220,315000
20333,435000,2023-04-11,NA,NA,313600,161140
20334,230000,2017-08-02,NA,NA,281680,183470
20335,180000,2015-01-08,NA,NA,213570,185360
20336,375000,2022-02-28,NA,NA,255500,182000
20337,140000,2000-12-18,NA,NA,193900,165270
20338,0,2011-04-11,NA,NA,163800,117460
20339,0,1986-12-31,NA,NA,61810,51520
20340,210000,2023-08-15,NA,NA,269640,185150
20341,2900000,2024-05-13,NA,NA,2014320,1063860
20342,238000,2014-04-28,NA,NA,220290,164710
20344,0,1985-06-28,NA,NA,155400,120890
20346,1,2018-11-19,NA,NA,350770,245350
20347,50000,1999-12-27,NA,NA,79310,64400
20348,88463,1999-12-27,NA,NA,317800,252000
20349,1700000,2017-10-02,NA,NA,902930,749490
20350,1700000,2017-10-02,NA,NA,693770,594160
20351,0,1949-12-19,NA,NA,701190,558810
20352,0,1945-10-19,NA,NA,678300,508130
20353,595000,2016-11-30,NA,NA,430500,356440
20354,120000,2017-12-01,NA,NA,217210,188300
20355,120000,2017-12-01,NA,NA,289450,168840
20356,120000,2017-12-01,NA,NA,277480,156380
20357,1650000,2019-02-04,NA,NA,199500,406140
20358,450000,2024-09-19,NA,NA,355180,218260
20359,0,2020-06-26,NA,NA,268030,246820
20361,4e+05,2003-05-28,NA,NA,565810,536410
20362,0,2003-03-14,NA,NA,653170,602000
20363,6e+05,2007-11-09,NA,NA,439670,415030
20364,1680000,2016-03-03,NA,NA,1146320,1137500
20366,4050000,2021-06-23,NA,NA,3376520,2015370
20367,285000,1994-11-21,NA,NA,617960,586180
20368,650000,2009-03-17,650000,2009-03-17,829850,282030
20369,710000,2011-02-16,NA,NA,601160,555730
20370,475000,2024-08-01,NA,NA,576380,497630
20371,0,1980-08-27,NA,NA,2180,2180
20372,0,2004-04-05,NA,NA,1287930,1021580
20373,0,2011-06-10,NA,NA,324030,321160
20374,254500,1995-09-12,NA,NA,958510,795410
20375,16800000,2005-11-15,NA,NA,11473700,9660000
20376,1,2002-05-31,NA,NA,2155860,1715000
20377,595000,2009-03-12,595000,2009-03-12,814240,429240
20378,550000,2015-07-17,NA,NA,107310,61810
20379,1e+06,2017-06-02,NA,NA,409430,341040
20380,1e+06,2017-06-02,NA,NA,475020,375830
20381,0,2005-01-18,NA,NA,281680,234920
20382,0,2005-01-18,NA,NA,298620,227010
20383,550000,2015-07-17,NA,NA,401310,326900
20384,170000,2017-12-01,NA,NA,294140,166740
20385,0,1978-02-15,NA,NA,761740,570150
20386,0,1978-02-15,NA,NA,273490,154210
20387,90000,2011-08-15,NA,NA,282940,210000
20388,198550,2011-07-13,NA,NA,209650,177800
20389,140000,2015-07-14,NA,NA,160020,133210
20390,5e+05,1993-10-18,NA,NA,1685810,1483930
20391,450000,2000-02-16,NA,NA,3774960,3181500
20392,175000,2000-02-16,NA,NA,54600,43960
20394,175000,2009-08-26,175000,2009-08-26,244160,234500
20395,7e+05,2000-09-25,NA,NA,3626700,2689190
20396,2700000,2020-09-24,NA,NA,2604070,2791460
20397,0,2022-07-06,NA,NA,111090,94500
20398,11615,2000-10-10,NA,NA,1620150,1659350
20399,0,1986-12-29,NA,NA,538510,558740
20400,0,1977-10-14,NA,NA,43103480,38366230
20402,14100000,2016-01-19,NA,NA,32002040,31054800
20403,0,2016-02-17,NA,NA,3635870,2649640
20404,1240000,2020-02-21,NA,NA,109480,82880
20405,1240000,2020-02-21,NA,NA,104650,79240
20406,1240000,2020-02-21,NA,NA,100380,78470
20407,1240000,2020-02-21,NA,NA,102340,81690
20408,1240000,2020-02-21,NA,NA,100380,81690
20409,1240000,2020-02-21,NA,NA,107240,93870
20410,1240000,2020-02-21,NA,NA,104090,90300
20411,1240000,2020-02-21,NA,NA,46410,39340
20412,1240000,2020-02-21,NA,NA,144410,113330
20413,1240000,2020-02-21,NA,NA,46340,35070
20414,0,2022-12-08,NA,NA,1462720,1329230
20415,1,2019-05-23,NA,NA,480690,369810
20416,150000,2003-08-27,NA,NA,151060,116830
20417,636000,1990-05-17,NA,NA,224840,173460
20418,636000,1990-05-17,NA,NA,153020,117740
20419,426000,2005-12-01,NA,NA,91280,70210
20420,426000,2005-12-01,NA,NA,217140,167440
20421,175500,2019-10-07,NA,NA,156870,120890
20422,160000,2020-03-02,NA,NA,214690,168420
20423,710000,1993-08-03,NA,NA,951230,1154720
20424,460000,1997-09-11,NA,NA,18407970,17011470
20426,9700000,2022-11-01,NA,NA,6559910,3035900
20427,175000,2022-05-31,NA,NA,318220,220500
20428,280000,2015-08-18,NA,NA,299600,208810
20429,750000,2004-09-29,NA,NA,578690,479430
20430,0,1978-05-26,NA,NA,490,1190
20431,1962000,2015-10-30,NA,NA,1882720,1295560
20432,80000,2022-04-01,NA,NA,76020,72520
20433,280000,2005-08-23,NA,NA,250180,212240
20434,0,1973-07-13,NA,NA,4416370,6160420
20435,0,1885-09-10,NA,NA,76790,57610
20436,0,1985-06-27,NA,NA,650230,431060
20437,0,2015-10-28,NA,NA,861070,834960
20438,1050000,2017-01-03,NA,NA,835170,753760
20439,0,1968-12-20,NA,NA,11530330,13275850
20440,0,1968-06-03,NA,NA,308420,169400
20441,0,2023-12-21,NA,NA,358540,295470
20442,317000,2017-02-17,NA,NA,353080,303240
20443,525000,2007-01-05,NA,NA,338590,271110
20444,61000,1995-01-03,NA,NA,217210,168000
20445,275000,2004-09-15,NA,NA,285460,251720
20446,70000,2004-12-03,NA,NA,109900,64610
20447,138000,2007-03-01,NA,NA,126700,74480
20448,210000,2015-12-11,NA,NA,255150,178500
20449,0,1972-04-27,NA,NA,53900,29400
20450,750000,2025-02-19,NA,NA,525000,684180
20451,750000,2025-02-19,NA,NA,126910,62020
20452,750000,2025-02-19,NA,NA,350000,306670
20453,127500,2005-11-18,NA,NA,75740,73710
20454,90000,2021-03-24,NA,NA,51800,50400
20455,145000,2008-02-15,NA,NA,94850,91840
20456,130000,2020-02-28,NA,NA,83370,81130
20457,60000,2023-07-27,NA,NA,57540,56000
20458,33000,2011-08-24,NA,NA,40950,39900
20459,60000,1994-07-01,NA,NA,94640,91630
20460,22500,1995-11-17,NA,NA,40810,39760
20461,125000,2019-01-24,NA,NA,84350,82110
20462,75000,2020-10-20,NA,NA,83300,67900
20463,58000,2023-09-07,NA,NA,53480,52360
20464,0,1914-09-10,NA,NA,4250190,3028130
20465,0,1946-06-20,NA,NA,420560,353220
20466,2500,2010-06-01,NA,NA,355950,241500
20467,375000,2024-05-20,NA,NA,247800,235970
20468,160000,2025-02-19,NA,NA,121100,105350
20470,255000,2020-08-07,NA,NA,253260,205520
20471,875000,2019-07-16,NA,NA,1393490,1214010
20472,2e+05,1999-09-10,NA,NA,332430,293790
20473,350000,2019-10-01,NA,NA,264670,232540
20474,1560000,2004-08-02,NA,NA,1817270,1329930
20475,0,1996-08-02,NA,NA,10268790,6465060
20476,1200000,2016-12-22,NA,NA,891800,697550
20478,0,1980-08-27,NA,NA,1090390,808920
20479,0,1969-01-31,NA,NA,823270,687750
20480,0,2020-08-25,NA,NA,3791900,3785320
20481,956186,2021-03-15,NA,NA,817180,491610
20483,0,2022-08-12,NA,NA,262920,273770
20484,185000,2004-03-16,NA,NA,216300,164010
20485,0,1967-12-27,NA,NA,25553500,6968150
20486,5e+05,2001-07-27,NA,NA,2203180,2092440
20487,220000,2001-02-09,NA,NA,294630,285180
20488,0,2025-06-20,NA,NA,26600,24710
20489,1425000,2007-11-06,NA,NA,220150,178850
20490,1425000,2007-11-06,NA,NA,1333640,1212120
20491,302500,2024-04-19,NA,NA,283500,312690
20492,462500,2023-05-03,NA,NA,314650,305270
20493,0,1981-03-18,NA,NA,904050,699860
20494,460000,2014-12-31,NA,NA,411600,389270
20495,178000,2002-11-18,NA,NA,373590,372400
20498,60000,2005-03-16,NA,NA,185570,155120
20499,0,1983-12-16,NA,NA,61110,26390
20500,0,1983-12-16,NA,NA,59290,25340
20501,0,2014-11-12,NA,NA,59850,21560
20503,1.6e+07,2022-07-01,NA,NA,21558950,8841910
20504,55000,2003-10-23,NA,NA,50820,32830
20506,138000,2000-12-27,NA,NA,266140,168840
20507,190000,2021-10-18,NA,NA,189420,98560
20508,35000,1995-07-10,NA,NA,168770,147910
20509,810000,2022-11-18,575000,2009-01-05,585270,392070
20510,0,2024-09-27,NA,NA,2400090,2158520
20511,485000,2005-01-24,NA,NA,243390,206220
20512,60,1906-03-05,NA,NA,91140,83720
20513,0,2022-05-26,NA,NA,3212860,2739730
20515,9e+05,2001-11-08,NA,NA,350420,327460
20516,9e+05,2001-11-08,NA,NA,976990,815640
20517,9e+05,2001-11-08,NA,NA,251090,175000
20518,72500,2004-11-05,NA,NA,123130,102620
20519,161000,1998-12-24,NA,NA,255150,218470
20520,125000,2025-01-02,NA,NA,239400,215110
20521,1214850,2022-01-28,NA,NA,798070,566930
20522,0,2004-07-06,NA,NA,375270,242480
20523,3e+05,2019-11-15,NA,NA,719530,644770
20525,1,2016-11-15,NA,NA,234710,206500
20526,1,2013-10-29,NA,NA,278110,321160
20527,171500,1993-08-06,NA,NA,174580,191100
20528,420000,2017-02-10,NA,NA,240450,263200
20529,240000,2008-06-18,NA,NA,203000,222180
20530,420000,2017-02-10,NA,NA,240730,263480
20531,0,1951-01-25,NA,NA,226870,164500
20532,0,1985-05-28,NA,NA,5589430,3089590
20534,0,1990-06-29,NA,NA,160020,101010
20535,120000,1995-09-01,NA,NA,244510,206010
20536,180000,2017-03-21,NA,NA,72240,40250
20537,180000,2017-03-21,NA,NA,140910,112140
20538,380000,2018-08-30,NA,NA,290290,279020
20540,116000,1995-05-19,NA,NA,231840,131950
20541,2e+05,2003-03-27,NA,NA,277690,173740
20542,1475000,2020-12-29,NA,NA,130760,119910
20543,0,1985-05-28,NA,NA,55160,61180
20544,0,1985-05-28,NA,NA,17360,17780
20545,1475000,2020-12-29,NA,NA,360990,350000
20546,0,1985-05-28,NA,NA,455980,224630
20547,9e+05,2001-11-08,NA,NA,124600,51520
20548,9e+05,2001-11-08,NA,NA,133980,122150
20549,0,1987-06-18,NA,NA,249830,253330
20550,2e+05,2012-12-12,NA,NA,132090,110110
20551,285000,2010-09-02,NA,NA,46480,22190
20552,270000,2024-11-06,NA,NA,208320,171010
20553,5e+05,2023-06-08,NA,NA,389620,303380
20554,940000,2013-06-26,NA,NA,76650,63140
20555,940000,2013-06-26,NA,NA,937720,696570
20556,180000,2020-08-19,NA,NA,147210,144900
20557,315000,2022-02-14,NA,NA,59360,57190
20558,315000,2022-02-14,NA,NA,212310,161210
20559,285000,2006-03-17,NA,NA,205940,163310
20560,80000,2001-04-03,NA,NA,282100,213850
20561,150024,2023-05-23,NA,NA,54460,44870
20562,150024,2023-05-23,NA,NA,398020,277690
20563,90000,2023-05-23,NA,NA,188860,183750
20564,89952,2023-05-23,NA,NA,61950,51170
20565,3e+05,2017-03-21,NA,NA,414400,251580
20566,197530,2021-02-11,NA,NA,171430,158340
20567,55000,1999-09-23,NA,NA,200200,170100
20568,210000,2017-09-07,NA,NA,233310,197750
20569,0,1924-08-01,NA,NA,1167880,1118530
20570,0,2009-03-06,0,2009-03-06,227080,197470
20571,0,1972-10-02,NA,NA,313950,232890
20572,0,1913-02-11,NA,NA,22659630,7169120
20573,334200,2020-11-25,NA,NA,258790,228200
20574,692513,2014-01-14,NA,NA,933030,816970
20575,0,2024-08-15,NA,NA,243110,183960
20576,150000,2015-04-21,NA,NA,63770,31640
20577,150000,2015-04-21,NA,NA,177100,139300
20578,2e+05,2003-02-19,NA,NA,245490,215390
20579,390000,2023-06-09,NA,NA,305830,162960
20580,0,1973-12-18,NA,NA,227710,184520
20581,0,1973-12-18,NA,NA,102550,41020
20582,225000,2006-08-15,NA,NA,265580,168840
20583,145000,2017-04-18,NA,NA,526960,255080
20584,620000,2021-05-25,NA,NA,450240,327740
20585,90000,2016-07-14,NA,NA,82600,78260
20586,0,1985-03-20,NA,NA,148960,125860
20587,370000,2021-10-18,NA,NA,274190,181020
20588,280000,2021-01-12,NA,NA,212030,127470
20589,68000,2002-09-04,NA,NA,112630,67690
20590,2e+05,2018-03-02,NA,NA,372960,313460
20591,1975000,2022-04-14,NA,NA,1254750,805000
20592,5e+05,2023-08-03,NA,NA,394730,472990
20593,4e+05,2024-02-14,NA,NA,206990,201950
20594,289000,2004-11-12,NA,NA,312480,178010
20595,115000,2001-10-19,NA,NA,193760,178290
20596,0,2017-12-11,NA,NA,225610,186760
20597,10,2018-07-18,NA,NA,240100,207340
20598,530000,2002-10-22,NA,NA,592550,547260
20600,5e+05,2023-08-03,NA,NA,54250,23240
20601,30000,2002-10-22,NA,NA,57820,64330
20602,475000,2024-12-19,NA,NA,329210,235690
20603,1,2013-11-06,NA,NA,285110,224770
20604,0,2024-12-19,NA,NA,108290,46690
20605,165000,2015-12-09,NA,NA,154840,118930
20606,97500,1999-08-16,NA,NA,182770,128030
20607,250000,2004-10-13,NA,NA,1096480,941220
20608,365000,1994-08-09,NA,NA,757960,484190
20609,365000,1994-08-09,NA,NA,118160,97370
20610,558500,2019-05-20,NA,NA,351050,290080
20611,558500,2019-05-20,NA,NA,138740,136290
20612,2475350,2018-04-10,NA,NA,1424220,1406230
20613,0,2005-11-04,NA,NA,1772610,1382710
20614,4e+05,2015-06-04,NA,NA,1337210,1189860
20615,1275000,2016-11-22,NA,NA,788200,595000
20617,0,2018-01-30,NA,NA,1324540,1182370
20618,5e+06,2015-07-02,NA,NA,49912520,43388380
20619,0,1980-08-27,NA,NA,152050,55940
20620,160000,2003-08-13,NA,NA,316260,284270
20621,1,2001-10-31,NA,NA,6724410,5696390
20622,11718291,2013-01-10,NA,NA,8824620,7219590
20623,0,1980-08-27,NA,NA,329730,136880
20624,0,1980-08-27,NA,NA,107870,80500
20625,0,1931-10-03,NA,NA,96320,49770
20626,0,1954-08-02,NA,NA,2970310,2663500
20627,0,1955-04-13,NA,NA,979930,943390
20628,420000,2015-07-27,NA,NA,384580,353430
20630,0,1980-08-27,NA,NA,23660,12250
20631,0,1940-05-11,NA,NA,907480,710220
20632,0,1960-08-03,NA,NA,2336530,2299220
20633,28000,2005-05-04,NA,NA,110530,54040
20634,0,1955-09-08,NA,NA,5540990,5575920
20635,495000,2010-08-16,NA,NA,260960,226240
20636,5e+05,2018-10-09,NA,NA,8330,8120
20637,5e+05,2018-10-09,NA,NA,380520,342440
20638,0,2005-08-29,NA,NA,11270,10080
20639,315000,2010-08-18,NA,NA,347200,286930
20640,0,2011-03-30,NA,NA,138390,156940
20642,179000,2018-03-09,NA,NA,165760,152180
20643,6e+05,2025-04-29,NA,NA,210700,193620
20644,150000,2014-06-23,NA,NA,427910,349090
20645,0,1960-07-14,NA,NA,27020,25060
20646,0,2024-06-04,NA,NA,1043000,626500
20647,6725000,2022-10-28,NA,NA,4383120,2080260
20649,0,1994-04-22,NA,NA,1160740,587790
20651,275000,2019-07-30,NA,NA,281610,239890
20653,450000,2003-08-11,NA,NA,434980,367500
20654,325000,1994-08-29,NA,NA,451430,427560
20655,0,1975-01-31,NA,NA,919100,623000
20656,0,1984-07-12,NA,NA,91280,82600
20657,230010,2021-06-11,NA,NA,2841020,1265110
100020,90000,2022-04-21,NA,NA,82040,46200
100021,0,1997-09-18,NA,NA,40740,26810
100040,0,2005-07-27,NA,NA,323540,224210
100045,530000,2018-01-30,NA,NA,590450,467460
100047,330000,2017-11-06,NA,NA,686000,560000
100048,165000,2018-11-23,NA,NA,150290,135310
100049,360000,1996-03-22,NA,NA,413000,367500
100050,0,2013-08-13,NA,NA,185640,203910
100052,0,2005-03-22,NA,NA,307510,211960
100053,425000,2025-03-03,NA,NA,416640,260190
100054,0,1949-11-10,NA,NA,10954300,5645850
100055,430000,2014-08-01,NA,NA,490000,410060
100060,175000,2021-09-03,NA,NA,205100,119770
100074,4e+05,2023-04-11,NA,NA,456750,419090
100075,125000,2014-01-31,NA,NA,97370,114520
100076,240000,2023-02-22,225000,2009-05-06,165690,112280
100077,580000,2025-01-02,NA,NA,257740,181230
100078,255000,2005-05-11,NA,NA,334460,186620
100080,209000,2016-05-20,NA,NA,274050,145670
100081,0,2006-05-24,NA,NA,7526960,6825000
100084,250000,2009-06-12,250000,2009-06-12,350000,377020
100085,1700000,2023-11-02,NA,NA,971740,1050000
100086,775000,1990-11-21,NA,NA,954310,685650
100088,225929,2000-06-19,NA,NA,722190,626150
100089,0,2018-12-06,NA,NA,2213050,1949360
100090,0,1965-12-28,NA,NA,7700,6300
100091,4300000,2005-07-13,NA,NA,9885470,8172710
100092,2872501,2006-03-23,NA,NA,2263590,1589280
100093,0,2010-03-15,NA,NA,1104600,858270
100095,0,2013-11-20,NA,NA,227010,173110
100096,250000,2010-12-09,NA,NA,315280,165900
100097,950000,2017-03-09,NA,NA,3776360,3023524
100098,0,2007-12-28,NA,NA,374710,380170
100099,0,1980-08-27,NA,NA,557000,122580
100101,159900,1990-11-01,NA,NA,217000,140490
100102,310000,1998-03-10,NA,NA,608860,494620
100107,230000,2016-11-01,NA,NA,201390,152250
100109,750000,2022-02-07,NA,NA,699510,646240
100110,250000,2001-05-02,NA,NA,342580,260260
100111,353300,2009-07-01,353300,2009-07-01,528150,275940
100112,0,1978-04-06,NA,NA,311080,173040
100113,1450000,2024-12-23,NA,NA,1431360,1302910
100114,145000,1993-12-21,NA,NA,230930,154000
100115,0,1956-09-25,NA,NA,2000320,1972250
100116,0,1946-05-08,NA,NA,2504320,2246790
100117,462000,1994-05-23,NA,NA,800800,756070
100118,0,1985-04-03,NA,NA,250740,186270
100119,0,1974-01-14,NA,NA,2346890,2065000
100120,1600000,2013-03-04,NA,NA,566370,535640
100121,415000,2020-11-17,NA,NA,410200,301490
100122,460000,2014-03-18,NA,NA,495110,399000
100123,0,1951-01-18,NA,NA,5914720,4693570
100124,0,1999-09-20,NA,NA,431130,329560
100125,0,1995-08-14,NA,NA,5530,5110
100126,0,2020-01-15,NA,NA,2119810,1664740
100127,133333,2021-04-19,NA,NA,518840,428750
100128,0,1995-08-14,NA,NA,1400840,1106700
100129,0,2000-08-30,NA,NA,72100,56420
100130,0,2021-06-10,NA,NA,2118410,805910
100131,0,1970-08-13,NA,NA,39380,6620
100132,0,1996-05-24,NA,NA,180600,155960
100133,0,1956-04-27,NA,NA,96880,75600
100134,1e+06,2025-01-31,NA,NA,604520,378000
100135,0,1989-08-21,NA,NA,700070,719530
100136,0,1979-10-23,NA,NA,250770,178460
100137,71610326,2021-08-16,NA,NA,24799600,17281810
100141,66150000,2018-04-17,NA,NA,25676070,20935040
100142,66150000,2018-04-17,NA,NA,25676070,21376530
100143,0,1996-08-02,NA,NA,14843990,10622290
100144,0,1996-01-05,NA,NA,26472530,22050000
100147,4794034,1999-02-08,NA,NA,10441060,8282750
100148,0,1969-06-18,NA,NA,129461780,44924670
100149,0,2024-10-16,NA,NA,40847240,34650000
100150,0,2011-09-19,NA,NA,433020,387030
100151,9050000,2006-08-21,NA,NA,7266000,5600000
100152,0,2008-11-13,NA,NA,750330,605500
100153,2750000,2024-12-26,NA,NA,968870,945000
100154,2500000,2005-06-22,NA,NA,3452960,3395000
100155,0,1978-01-13,NA,NA,920850,875000
100156,127577,2014-01-29,NA,NA,239190,206850
100157,51700000,2017-06-07,NA,NA,6971020,6420610
100159,0,1997-06-24,NA,NA,10500,6930
100160,0,2023-02-27,NA,NA,801290,505330
100161,0,2024-12-31,NA,NA,166950,147140
100162,0,1986-03-03,NA,NA,2102450,1629040
100163,3300000,2023-12-22,3050000,2009-02-23,2232790,1946140
100164,0,1978-08-21,NA,NA,1213730,894320
100165,1150000,2017-10-19,NA,NA,1217860,859880
100171,550000,2021-04-05,NA,NA,804930,631540
100172,8900000,2023-06-22,NA,NA,5833520,4353580
100173,0,2008-06-27,NA,NA,1602160,1400000
100175,325000,1990-04-25,NA,NA,297850,309120
100176,1750000,2007-08-30,NA,NA,847630,625310
100177,0,1992-12-21,NA,NA,1764140,1704780
100178,89500,1995-08-29,NA,NA,77070,23520
100179,140000,1994-10-05,NA,NA,93310,52360
100180,5e+05,1998-07-21,NA,NA,651700,680960
100181,1475000,2020-12-29,NA,NA,382270,393680
100182,1050000,2021-06-01,NA,NA,1007230,811230
100183,0,2004-06-04,NA,NA,160790,159320
100185,0,2023-12-01,NA,NA,236670,285740
100186,0,1988-12-01,NA,NA,530250,553560
100187,8900000,2021-05-14,NA,NA,115640,85750
100188,380000,2014-09-19,NA,NA,1669430,1372630
100189,18040000,2019-12-30,NA,NA,163730,147700
100190,18040000,2019-12-30,NA,NA,10313450,8890000
100191,8900000,2021-05-14,NA,NA,3411660,2936290
100192,1950000,2023-07-21,NA,NA,1416870,416640
100193,0,1980-08-27,NA,NA,5120,5120
100194,0,1980-12-31,NA,NA,6305460,5446560
100195,2800000,2001-09-10,NA,NA,12545960,11489310
100196,0,1921-09-10,NA,NA,27356490,8740550
100198,0,1956-12-03,NA,NA,208110,196910
100199,0,1956-04-25,NA,NA,96670,75390
100200,0,1957-05-23,NA,NA,101710,80920
100201,0,2003-07-17,NA,NA,159940,105060
100202,0,1974-06-04,NA,NA,130690,115430
100203,230000,2024-06-06,NA,NA,723100,218890
100204,0,1975-09-16,NA,NA,7421400,3372250
100205,22486384,2024-06-25,NA,NA,15579480,3627260
100208,3500000,2023-08-04,NA,NA,2407720,1438500
100212,750000,2014-04-25,NA,NA,2171750,2056040
100219,0,1998-10-09,NA,NA,1909530,1585710
100220,422000,2006-12-28,NA,NA,391510,332500
100221,1,2017-01-18,NA,NA,210980,213150
100222,3e+06,2025-01-31,NA,NA,1343860,1148000
100223,5e+05,2025-01-06,NA,NA,624050,596820
100224,0,2009-07-29,0,2009-07-29,520520,525000
100226,0,2015-10-29,NA,NA,21073430,12944190
100227,0,2010-02-03,NA,NA,8886010,6083700
100228,1050000,1993-12-23,NA,NA,1153670,1032500
100229,432000,2006-12-29,NA,NA,698320,352940
100230,450000,2023-07-07,NA,NA,350840,256760
100231,450000,2023-07-07,NA,NA,12880,4410
100232,205000,2010-11-01,NA,NA,188300,189700
100233,1560000,2005-12-19,NA,NA,632870,738570
100235,0,1952-07-29,NA,NA,8377950,5739510
100236,0,1975-07-22,NA,NA,3024070,2530500
100237,25960000,2019-12-30,NA,NA,15725080,14700000
100238,2050000,1997-09-23,NA,NA,9116940,6234270
100239,284500,2023-07-26,NA,NA,218540,230230
100240,343500,2021-01-19,NA,NA,315000,300930
100241,850000,2022-01-20,NA,NA,586670,495530
