"pid","sale_price","sale_date","sale_price_2009","sale_date_2009","total_2024","total_2023"
6084,166000,2003-07-15,NA,NA,168560,104300
6085,207500,2006-11-02,NA,NA,177800,111860
6086,270000,2025-06-09,NA,NA,156870,100310
6087,0,1976-07-16,NA,NA,166040,105560
6088,291000,2021-06-25,NA,NA,228760,142590
6089,239000,2021-09-29,NA,NA,189140,115570
6090,80000,1992-11-17,NA,NA,180600,113890
6091,159900,2019-12-18,NA,NA,170590,108290
6092,81000,1997-03-31,NA,NA,176470,111580
6093,0,1978-01-06,NA,NA,208390,127330
6094,199900,2017-08-18,NA,NA,193200,122430
6095,117500,1991-06-03,NA,NA,180180,112700
6096,0,1986-05-29,NA,NA,225050,148540
6097,109000,2018-04-24,NA,NA,178290,107520
6098,113000,1990-11-01,NA,NA,180180,105700
6099,240000,2020-11-25,NA,NA,215950,151270
6100,2000,2019-06-19,NA,NA,192150,117810
6101,99500,1992-09-01,NA,NA,151690,93730
6102,190000,2019-07-03,195000,2009-12-02,190190,123620
6103,179000,2003-09-26,NA,NA,184940,110740
6104,179000,2004-08-16,NA,NA,173460,105070
6105,3e+05,2024-04-01,NA,NA,202580,121800
6106,175000,2019-12-19,NA,NA,196490,117950
6107,165000,2005-07-28,NA,NA,174020,105420
6108,0,1992-03-12,NA,NA,214200,122780
6109,166500,2017-09-08,NA,NA,167020,101360
6110,125000,2015-10-07,NA,NA,172200,108360
6111,95000,2016-06-29,189000,2009-01-29,166460,100660
6112,205000,2020-08-18,189000,2009-07-17,168560,106610
6113,118900,2001-11-15,NA,NA,163730,101920
6114,205500,2006-12-05,NA,NA,173880,105140
6115,189900,2019-04-16,NA,NA,182420,126420
6116,142000,2019-04-03,NA,NA,169960,99890
6117,179000,2006-01-24,NA,NA,186340,112140
6118,201000,2021-10-26,NA,NA,176190,106540
6119,0,1997-04-16,NA,NA,153930,97650
6120,102000,1997-09-02,NA,NA,166600,105280
6121,132500,2017-03-31,NA,NA,179270,108290
6122,148000,2016-02-04,NA,NA,199780,117670
6123,3e+05,2023-04-17,NA,NA,188930,116480
6124,208500,2007-06-07,NA,NA,178640,111370
6125,0,2024-12-23,NA,NA,196000,117950
6126,0,1985-10-30,NA,NA,187180,115430
6127,139000,2001-02-01,NA,NA,220990,146440
6128,173000,2013-07-03,NA,NA,190120,114100
6129,189900,2017-10-31,NA,NA,192920,110530
6130,288000,2024-06-03,NA,NA,198450,104160
6131,250000,2022-02-23,NA,NA,198870,122780
6132,82000,1997-09-04,NA,NA,159810,103180
6133,120000,2002-07-31,NA,NA,151200,97510
6134,240000,2022-07-06,NA,NA,181160,106400
6135,165000,2007-10-01,NA,NA,196840,127610
6136,299000,2021-07-16,NA,NA,212170,154350
6137,113000,1998-05-08,NA,NA,187600,112140
6138,191000,2007-07-02,NA,NA,179620,120330
6139,90100,2018-04-18,NA,NA,199710,111650
6140,212000,2021-04-26,NA,NA,185360,107800
6141,1,2001-02-15,NA,NA,165130,107030
6142,156000,2017-06-12,162000,2009-03-03,163450,105210
6143,2e+05,2023-05-19,160000,2009-04-06,180600,114030
6144,155000,2015-07-07,NA,NA,172830,103390
6145,102000,2001-08-13,NA,NA,175560,106260
6146,122500,2001-03-30,NA,NA,183330,113400
6147,303000,2024-12-30,NA,NA,192570,111230
6148,0,1989-06-30,NA,NA,208740,111090
6149,181000,2005-02-03,NA,NA,202020,120680
6150,320000,2025-07-29,NA,NA,186410,108290
6151,169000,2015-08-13,NA,NA,212310,125790
6152,135000,2011-10-07,NA,NA,157010,104370
6153,78000,1997-06-09,NA,NA,175000,118370
6154,185000,2004-12-08,NA,NA,184800,108920
6155,95000,1997-04-01,NA,NA,207620,123410
6156,183000,2015-07-22,NA,NA,214970,138390
6157,175000,2011-12-01,NA,NA,211610,128310
6158,220000,2022-07-12,NA,NA,184380,107730
6159,147000,2013-03-25,NA,NA,201180,120190
6160,142500,2012-05-30,NA,NA,197890,119070
6161,172000,2019-05-13,NA,NA,174300,105210
6162,130000,2016-07-19,NA,NA,170450,102830
6163,255000,2022-03-18,NA,NA,180040,106050
6164,152500,2015-12-04,NA,NA,182000,110040
6165,0,2013-11-25,NA,NA,175000,126210
6166,0,2004-08-12,NA,NA,190400,114310
6167,0,1992-03-12,NA,NA,4760,2660
6168,2e+05,2024-06-18,NA,NA,210070,98490
6169,111500,1994-10-20,NA,NA,198450,127890
6170,205000,2009-08-17,205000,2009-08-17,207340,133210
6171,170000,2003-04-29,NA,NA,192010,121380
6172,172000,2002-11-18,NA,NA,231700,154490
6173,260000,2017-04-03,NA,NA,321720,198730
6174,360000,2024-03-05,NA,NA,341600,212660
6175,285000,2021-10-04,NA,NA,180460,109970
6176,175000,2019-08-15,NA,NA,180180,113540
6177,340000,2023-09-29,NA,NA,203630,111510
6178,265000,2020-12-18,NA,NA,197820,135170
6179,88400,2000-03-29,NA,NA,158760,94080
6180,107500,2011-05-06,NA,NA,180110,115920
6181,98000,2016-12-08,NA,NA,242340,150360
6182,387000,2023-07-17,NA,NA,279790,173040
6183,202000,2015-09-01,NA,NA,176890,114310
6184,90000,2000-08-10,NA,NA,304920,190190
6185,260000,2021-10-15,NA,NA,320950,175560
6186,120000,2019-09-30,NA,NA,179340,118860
6187,0,2021-12-27,NA,NA,360360,211680
6188,137500,2003-08-15,NA,NA,166670,96950
6189,290000,2022-09-02,NA,NA,193340,121030
6190,155000,2016-11-03,NA,NA,189210,112490
6191,0,2020-11-10,NA,NA,326060,202090
6192,0,2025-03-17,NA,NA,199010,119630
6193,1e+05,2009-08-26,1e+05,2009-08-26,197050,143430
6194,122000,1995-06-14,NA,NA,195160,127610
6195,108000,1996-03-25,NA,NA,206430,127400
6196,110000,1995-10-02,NA,NA,201180,128520
6197,130000,2010-07-20,NA,NA,176750,114310
6198,0,2007-02-07,NA,NA,163380,104370
6199,2e+05,2021-09-14,NA,NA,143010,93380
6200,205000,2022-11-04,NA,NA,165760,103880
6201,2e+05,2021-01-29,NA,NA,184030,120050
6202,0,1987-11-09,NA,NA,168980,108780
6203,324000,2025-03-26,NA,NA,194670,123410
6204,240000,2021-09-08,NA,NA,175350,116340
6205,0,1979-09-24,NA,NA,171150,110390
6206,92700,2000-02-28,NA,NA,189070,115150
6207,3e+05,2006-11-30,NA,NA,227360,151900
6209,150000,2003-06-05,NA,NA,183750,121660
6210,123000,1992-04-27,NA,NA,186830,122570
6211,159000,2017-07-17,NA,NA,174090,109410
6212,122000,2012-12-07,NA,NA,176400,111230
6213,240000,2023-07-12,NA,NA,163590,103460
6214,147500,2010-10-06,NA,NA,147840,89320
6215,84000,2016-10-24,NA,NA,164290,94290
6216,315000,2025-07-09,NA,NA,206010,120820
6217,134000,2004-03-16,NA,NA,190330,112770
6218,249900,2023-10-12,NA,NA,189770,116550
6219,176000,2018-09-24,NA,NA,200340,118720
6220,135000,2018-10-10,NA,NA,200830,116060
6221,4e+05,2022-06-17,NA,NA,290430,195230
6222,229900,2021-11-03,NA,NA,182980,118650
6223,101000,2000-01-31,NA,NA,164010,113750
6224,280000,2022-09-07,NA,NA,203140,123690
6225,110000,2001-12-04,NA,NA,204680,122780
6226,297500,2007-04-03,NA,NA,234990,172410
6227,2e+05,2005-11-21,NA,NA,175700,111160
6228,310000,2022-05-18,NA,NA,222320,150360
6229,233500,2018-04-20,NA,NA,229530,150430
6230,136000,2000-09-01,NA,NA,206080,129710
6231,0,2007-09-25,NA,NA,198450,119770
6232,310000,2025-03-10,NA,NA,184730,112770
6233,96000,1994-12-01,NA,NA,209090,136080
6234,163000,2002-06-13,NA,NA,178360,112490
6235,260000,2003-04-28,NA,NA,384860,234780
6236,120000,2016-07-13,NA,NA,197260,116270
6237,285000,2023-08-14,163000,2009-11-10,212450,146230
6238,0,1989-12-18,NA,NA,176960,110670
6239,191000,2019-09-04,NA,NA,212170,133840
6240,158000,2012-10-16,NA,NA,192500,119840
6241,189000,2018-12-21,NA,NA,185010,115430
6242,229900,2021-12-27,NA,NA,193410,121100
6243,203500,2007-06-07,NA,NA,200340,127470
6244,157500,2010-06-18,NA,NA,203420,123830
6245,165000,2004-05-25,NA,NA,193970,118860
6246,0,2007-08-17,NA,NA,288680,169330
6247,395000,2025-06-10,NA,NA,240100,140420
6248,120000,2002-04-01,NA,NA,214060,134960
6249,161400,2013-02-25,NA,NA,196490,120330
6250,196000,2017-07-18,NA,NA,240870,143990
6251,3e+05,2024-12-31,NA,NA,195370,123690
6252,0,1986-03-21,NA,NA,202510,143360
6253,162000,2002-06-21,NA,NA,263900,165970
6254,169000,2013-08-29,NA,NA,224420,139790
6255,155000,2018-07-20,NA,NA,217280,134610
6256,245000,2020-12-23,NA,NA,227570,139370
6257,215000,2022-03-14,NA,NA,175140,110390
6258,190000,2025-01-30,NA,NA,184030,116690
6259,280000,2025-06-30,NA,NA,212240,133560
6260,52000,1996-01-04,NA,NA,137760,82740
6261,185000,2019-11-04,NA,NA,206850,117320
6262,120000,2001-08-08,NA,NA,189980,116200
6263,210000,2018-07-10,NA,NA,189350,119000
6264,0,2009-07-10,0,2009-07-10,190050,120260
6265,370000,2022-09-26,NA,NA,290920,163870
6266,380000,2020-10-20,NA,NA,400960,292460
6267,195000,2018-04-23,NA,NA,205660,127050
6268,92000,1998-01-12,NA,NA,207130,128870
6269,193000,2020-02-24,NA,NA,180110,123060
6270,0,1964-09-02,NA,NA,204680,123130
6271,145000,2015-05-08,NA,NA,178850,107520
6272,255000,2015-05-08,NA,NA,278320,190820
6273,81900,2014-01-30,NA,NA,5250,2940
6274,143000,2020-06-23,NA,NA,178290,113820
6275,350000,2022-07-05,NA,NA,280770,162890
6276,0,1983-03-03,NA,NA,189490,117110
6277,375000,2022-07-14,NA,NA,301210,170450
6278,107000,1998-10-01,NA,NA,222810,129640
6279,245000,2007-10-09,NA,NA,215390,136080
6280,152000,2016-06-23,NA,NA,198380,116410
6281,180000,2016-09-27,NA,NA,238000,136920
6282,205000,2020-12-03,NA,NA,201530,120890
6283,239900,2005-05-10,NA,NA,212660,111650
6284,150000,2017-07-20,NA,NA,189490,100240
6285,0,2008-07-31,NA,NA,217420,129150
6286,143000,2003-09-18,NA,NA,194040,118930
6287,0,1988-06-24,NA,NA,174510,111860
6288,0,1972-03-17,NA,NA,190400,119700
6289,0,2024-10-29,NA,NA,208460,131180
6290,214500,2005-04-01,NA,NA,190540,116130
6291,175500,2009-12-24,175500,2009-12-24,209370,134820
6292,210000,2020-07-22,NA,NA,187600,116130
6293,235000,2007-07-24,NA,NA,190050,115640
6294,96000,2012-01-31,NA,NA,195580,120960
6295,91250,1999-11-22,NA,NA,218610,122150
6296,80000,2016-05-12,NA,NA,197400,119420
6297,149500,2001-05-30,NA,NA,274400,159390
6298,0,2024-03-20,NA,NA,297850,164570
6299,82000,2003-09-16,NA,NA,88760,45360
6300,65000,2020-05-22,NA,NA,84770,46060
6301,75000,2021-05-11,NA,NA,84770,46060
6302,87000,2004-07-07,NA,NA,84770,46060
6303,52500,2015-03-03,NA,NA,84770,46060
6304,96000,2022-10-19,NA,NA,84770,46060
6305,68500,2018-06-15,NA,NA,84770,46060
6307,110000,2007-02-22,NA,NA,84770,46060
6308,65000,2014-02-18,NA,NA,84770,46060
6309,155000,2024-06-11,NA,NA,88970,50610
6310,82500,2021-02-17,NA,NA,84770,46060
6311,112000,2023-11-06,NA,NA,84770,46060
6312,32000,1997-10-31,NA,NA,84770,46060
6313,112900,2006-08-31,NA,NA,83510,45360
6314,55000,2016-09-14,NA,NA,84770,46060
6315,83000,2021-06-29,NA,NA,84770,46060
6316,84000,2022-01-18,NA,NA,84770,46060
6317,1e+05,2022-04-27,NA,NA,84770,46060
6318,103000,2005-03-31,NA,NA,84770,46060
6320,81500,2004-01-26,NA,NA,84770,46060
6321,152000,2006-12-08,NA,NA,124460,70840
6322,105000,2022-04-21,114000,2009-02-17,84770,46060
6323,126900,2024-03-18,NA,NA,91980,46060
6324,89500,1990-04-30,NA,NA,84770,46060
6325,89500,1990-07-20,NA,NA,85120,46270
6326,66000,2020-07-02,NA,NA,84770,46060
6327,155000,2006-08-31,NA,NA,122990,69580
6328,138000,2022-02-03,NA,NA,122570,69230
6329,72000,2002-11-12,NA,NA,113540,65170
6330,130000,2007-09-27,NA,NA,115080,67550
6331,112500,2020-04-17,37920,2009-10-14,121310,73430
6332,119000,2006-11-29,NA,NA,84770,46060
6334,133875,2015-10-29,NA,NA,186970,114450
6335,295000,2023-11-22,NA,NA,212730,131460
6336,210000,2009-11-16,210000,2009-11-16,223090,143010
6337,0,2025-08-13,NA,NA,226170,149100
6338,305000,2022-07-28,NA,NA,200970,133070
6339,0,1979-09-28,NA,NA,202230,121520
6340,365000,2025-08-05,NA,NA,221690,147210
6341,0,1987-08-18,NA,NA,213780,133980
6342,121000,2000-11-29,NA,NA,205940,126070
6343,250000,2021-10-19,NA,NA,202230,128660
6344,3e+05,2021-06-01,NA,NA,232820,159670
6345,0,2019-03-05,NA,NA,188300,116550
6346,182000,2018-12-18,NA,NA,180110,109830
6347,134000,1990-12-03,NA,NA,192500,115710
6348,87500,2000-12-08,NA,NA,199570,124180
6349,0,2006-02-16,NA,NA,180670,110110
6350,0,1989-06-19,NA,NA,167720,100940
6351,219000,2019-09-04,NA,NA,211050,155400
6352,360000,2024-05-14,NA,NA,202090,116620
6353,101000,1996-05-23,NA,NA,194110,118020
6354,0,2023-02-09,NA,NA,188440,119280
6355,0,1988-12-09,NA,NA,207900,137690
6356,0,2024-05-22,NA,NA,193690,119770
6357,88000,1995-04-28,NA,NA,190120,119630
6358,139000,2020-04-15,NA,NA,175070,106260
6359,176000,2009-04-30,176000,2009-04-30,187670,116130
6360,217000,2020-07-16,NA,NA,212380,129990
6361,210000,2019-11-20,NA,NA,199290,135310
6362,130000,2020-02-28,NA,NA,200060,106820
6363,4e+05,2024-01-24,NA,NA,237720,114660
6364,114000,2018-08-13,NA,NA,180250,110950
6365,137500,2001-08-20,NA,NA,212030,131040
6366,151500,2016-06-29,NA,NA,192710,117250
6367,113500,1999-09-07,NA,NA,211470,130410
6368,96000,1997-06-02,NA,NA,247100,154140
6369,310000,2022-11-03,NA,NA,267750,173250
6370,123000,2001-10-29,NA,NA,192290,132300
6371,170000,2018-06-06,NA,NA,212520,126000
6372,172000,2009-12-18,172000,2009-12-18,225260,128940
6373,165100,2018-05-01,NA,NA,203210,125720
6374,0,2003-08-06,NA,NA,201530,130620
6375,392000,2024-12-23,NA,NA,225470,126700
6376,190000,2012-10-04,NA,NA,192500,122010
6377,115100,2019-08-26,NA,NA,189770,120680
6378,175000,2020-04-27,NA,NA,184310,113400
6379,250000,2007-10-29,NA,NA,211050,135450
6380,3e+05,2022-01-14,NA,NA,276220,172480
6381,138000,2016-12-19,NA,NA,184730,120120
6382,90000,1996-07-03,NA,NA,201250,128380
6383,145000,2016-09-06,NA,NA,208460,130830
6384,310000,2023-10-10,NA,NA,206500,115150
6385,195000,2015-08-18,NA,NA,234360,150290
6386,192500,2005-01-24,NA,NA,228480,148540
6387,287000,2024-06-20,162000,2009-08-21,178290,110390
6388,248000,2003-08-15,NA,NA,247100,166600
6389,350000,2022-02-10,117000,2009-06-30,208390,122360
6390,120000,2021-09-20,NA,NA,242690,143290
6391,120000,2021-09-20,NA,NA,3710,2240
6392,86400,2024-06-06,NA,NA,142030,54740
6393,250000,2022-07-05,NA,NA,185570,97930
6394,40000,1996-10-23,NA,NA,28000,23310
6395,190000,2020-08-25,NA,NA,204750,124320
6396,3e+05,2006-02-08,NA,NA,371210,227150
6397,0,2007-09-21,NA,NA,190750,111370
6398,1e+05,2019-11-21,NA,NA,181160,73990
6399,170000,2005-01-28,NA,NA,188580,108290
6400,425000,2023-05-12,NA,NA,352450,171710
6401,74000,2000-03-14,NA,NA,165130,104790
6402,125000,2013-12-27,NA,NA,197890,109340
6403,150000,2019-10-22,NA,NA,190610,108920
6404,256000,2022-04-11,NA,NA,181440,107870
6406,312000,2005-05-18,NA,NA,199220,166040
6407,285000,2010-09-02,NA,NA,45500,21770
6408,175000,2008-09-12,NA,NA,45500,21770
6409,175000,2008-09-12,NA,NA,47460,22680
6410,190000,2017-02-21,NA,NA,226380,128590
6412,150000,2004-08-02,NA,NA,191100,112280
6413,99900,2001-10-05,NA,NA,175350,102620
6414,270000,2023-09-19,NA,NA,196910,117880
6415,92500,1998-02-06,NA,NA,185570,121240
6416,170750,2006-04-25,NA,NA,167440,109900
6417,250000,2021-09-24,NA,NA,196210,117600
6418,263000,2024-07-22,NA,NA,201950,127750
6419,193000,2015-05-27,NA,NA,238700,140630
6420,30000,2017-03-21,NA,NA,5040,2800
6421,305000,2024-08-09,NA,NA,216090,140770
6422,272000,2022-12-12,NA,NA,200270,126210
6423,190000,2015-09-16,NA,NA,292950,160300
6424,0,1986-04-15,NA,NA,344260,234500
6425,0,1985-02-04,NA,NA,330050,193690
6426,149000,1998-03-12,NA,NA,372540,224210
6427,277000,2019-02-22,NA,NA,298550,188370
6428,20000,1992-11-05,NA,NA,249900,146440
6429,301000,2025-05-23,NA,NA,212310,143220
6430,120000,2015-04-02,NA,NA,195790,117670
6431,88000,1993-10-28,NA,NA,207620,123970
6432,0,2024-01-31,NA,NA,165760,105000
6433,120000,2018-08-08,NA,NA,192850,115150
6434,128701,2018-06-19,NA,NA,202230,127610
6435,0,2021-07-08,NA,NA,210840,131880
6436,129900,2003-04-04,NA,NA,204120,126770
6437,325000,2022-10-17,NA,NA,210000,128030
6438,190000,2004-06-02,NA,NA,189840,117810
6439,173500,2005-01-18,NA,NA,183260,112070
6440,2e+05,2022-05-25,NA,NA,170730,106750
6441,0,1984-03-15,NA,NA,177100,107310
6442,190000,2007-12-11,NA,NA,193340,119630
6443,130000,2006-01-17,NA,NA,184590,111510
6444,215000,2004-12-28,NA,NA,325990,195860
6445,383000,2022-03-03,NA,NA,283430,183890
6446,142000,1993-08-05,NA,NA,320180,191590
6447,110000,2003-12-24,NA,NA,190750,107380
6448,176000,2016-08-09,NA,NA,193550,117180
6449,0,1938-04-02,NA,NA,337260,177940
6450,0,2014-07-09,NA,NA,197050,123620
6451,255000,2022-01-18,NA,NA,203350,108080
6452,248500,2005-10-28,NA,NA,260750,170170
6453,0,2006-01-18,NA,NA,194320,125160
6454,123500,1996-07-01,NA,NA,221970,140490
6455,0,1999-12-27,NA,NA,201810,122360
6456,171000,2017-12-27,NA,NA,214550,123410
6457,220000,2003-12-22,NA,NA,227850,152040
6458,90000,1998-09-01,NA,NA,169750,94710
6459,105000,2006-08-30,NA,NA,267400,155890
6460,0,2021-07-23,NA,NA,221900,116830
6461,78000,1996-05-17,NA,NA,166040,104090
6462,90000,2011-09-30,NA,NA,164220,104860
6463,0,1982-06-11,NA,NA,340480,177730
6464,0,2018-03-16,NA,NA,359520,209370
6465,82000,2011-09-01,NA,NA,180880,106960
6466,301000,2021-09-02,NA,NA,254730,145460
6467,382000,2021-12-01,NA,NA,330890,206080
6468,171000,2000-11-02,NA,NA,320390,192850
6469,299900,2005-09-29,NA,NA,292530,176260
6470,289000,2019-07-08,NA,NA,301070,205380
6471,235000,2017-03-16,NA,NA,269080,148470
6472,180000,2015-01-05,NA,NA,241780,144130
6473,0,1987-10-01,NA,NA,195230,111230
6474,274000,2022-04-27,NA,NA,187320,110670
6475,125000,1990-06-19,NA,NA,170240,119210
6476,112000,1991-01-24,NA,NA,207760,134960
6477,215000,2005-01-21,NA,NA,212170,135100
6478,76500,1998-03-30,NA,NA,190260,122150
6479,160000,2019-07-31,NA,NA,183190,114030
6480,90000,2000-05-18,NA,NA,183960,116970
6481,168000,2002-06-18,NA,NA,290010,192010
6482,345000,2021-06-17,NA,NA,306600,206780
6483,375000,2021-10-06,NA,NA,389410,221270
6484,181000,2018-05-22,NA,NA,415030,217210
6485,420000,2024-06-10,NA,NA,240520,145040
6486,153000,2012-03-01,NA,NA,308910,169960
6487,104900,2013-05-29,NA,NA,193760,113540
6488,229000,2006-08-22,NA,NA,164220,102690
6489,230000,2017-10-27,NA,NA,311920,206220
6490,80000,2008-04-04,NA,NA,176610,116480
6491,121430,2020-04-02,NA,NA,183960,99680
6492,255000,2024-01-26,NA,NA,191730,128660
6493,175000,2009-02-04,175000,2009-02-04,317940,210070
6494,171000,2022-12-05,NA,NA,183540,108570
6495,77450,2014-09-26,NA,NA,255710,151760
6496,555000,2025-08-12,NA,NA,330820,213010
6497,185000,2010-04-27,200188,2009-02-05,264600,156660
6498,515000,2024-04-19,NA,NA,330610,150850
6499,290000,2006-07-03,NA,NA,310170,196980
6500,2e+05,2014-03-20,NA,NA,289240,158970
6501,267000,2009-11-16,267000,2009-11-16,318080,197960
6502,113000,1997-10-27,NA,NA,330260,212450
6503,115000,2002-05-30,NA,NA,220850,120610
6504,117000,2002-04-12,NA,NA,148120,84560
6505,467500,2023-06-27,NA,NA,365190,228620
6506,0,2006-01-18,NA,NA,299740,180740
6507,120000,1998-06-29,NA,NA,262080,155330
6508,440000,2025-08-12,NA,NA,286090,160300
6509,420000,2022-11-21,NA,NA,312060,186550
6510,289000,2018-09-13,NA,NA,320530,199430
6511,475000,2024-10-18,NA,NA,343350,209510
6512,310000,2007-08-07,NA,NA,317940,197750
6513,360000,2022-08-15,NA,NA,263480,159530
6514,195000,2009-12-03,195000,2009-12-03,217490,125300
6515,255000,2022-06-06,NA,NA,211610,135100
6516,270000,2021-09-22,NA,NA,236320,149030
6517,155000,2001-08-20,NA,NA,212170,134540
6518,239000,2007-06-11,NA,NA,194600,124950
6519,162500,2002-07-01,NA,NA,222180,141050
6520,205000,2009-01-14,205000,2009-01-14,243810,162750
6521,0,2025-05-26,NA,NA,197050,121380
6522,0,2005-10-27,NA,NA,228550,145740
6523,0,1940-11-20,NA,NA,5390,2940
6524,132000,1998-07-23,NA,NA,210070,131670
6525,280000,2024-10-23,NA,NA,214270,131040
6526,0,2017-04-13,NA,NA,201180,122010
6527,165000,2022-04-13,NA,NA,182000,107170
6528,205000,2019-11-07,NA,NA,209090,138110
6529,135000,2000-09-25,NA,NA,250250,157150
6530,135000,1999-10-28,NA,NA,277340,174440
6531,223500,2022-03-18,NA,NA,156030,100870
6532,0,2010-05-24,NA,NA,194390,127050
6533,137000,2002-01-14,NA,NA,200410,126840
6534,60000,2000-07-12,NA,NA,160230,101010
6535,372450,2021-09-21,NA,NA,340270,207760
6536,154900,2017-10-11,NA,NA,193690,121800
6537,238000,2023-11-13,154000,2009-11-24,180250,118300
6538,50000,2012-02-17,NA,NA,301000,186480
6539,74000,1996-05-14,NA,NA,180740,117040
6540,236000,2019-08-14,NA,NA,307230,203350
6541,120000,1998-07-06,NA,NA,290500,194670
6542,122000,2002-03-01,NA,NA,280000,188720
6543,165000,2007-12-26,NA,NA,182350,107730
6544,266000,2024-08-28,NA,NA,170030,99400
6545,155000,2015-08-04,NA,NA,184310,114730
6546,115000,2014-12-02,NA,NA,189560,124810
6547,0,2016-03-29,NA,NA,246610,142520
6548,125000,2003-11-13,NA,NA,154910,79870
6549,56000,1993-01-29,NA,NA,162050,84420
6550,205000,2023-03-27,NA,NA,184660,111790
6551,65532,2014-04-21,NA,NA,156310,89390
6552,42000,2014-08-21,NA,NA,109620,95760
6553,87000,2018-06-11,NA,NA,197820,113540
6554,265000,2024-03-28,NA,NA,187810,100030
6555,275000,2021-07-26,NA,NA,198940,131040
6556,105000,2018-04-02,NA,NA,202370,132930
6557,178000,2003-10-10,NA,NA,275520,164920
6558,0,2016-03-24,NA,NA,186480,126070
6559,169000,2018-05-07,NA,NA,186060,121170
6560,213000,2005-09-16,NA,NA,194250,126070
6561,255000,2021-04-09,NA,NA,168070,102760
6562,0,1986-07-30,NA,NA,312480,192990
6563,61000,2015-07-02,NA,NA,162330,99400
6564,232000,2009-01-26,232000,2009-01-26,265790,162540
6565,0,2003-10-24,NA,NA,190680,128730
6566,173000,2012-02-27,NA,NA,275590,161210
6567,240000,2020-01-14,NA,NA,284830,171780
6568,0,2017-02-27,NA,NA,277340,163730
6569,272500,2021-05-07,NA,NA,216790,149100
6570,0,2021-03-19,NA,NA,44800,28560
6571,225000,2021-03-19,NA,NA,287840,161630
6572,279000,2018-06-28,NA,NA,303590,179270
6573,90000,1989-10-11,NA,NA,295330,172060
6574,89900,2011-02-22,NA,NA,240520,148610
6575,480000,2024-08-22,NA,NA,335230,163170
6576,365000,2022-08-08,NA,NA,253750,154560
6577,208000,2005-11-29,NA,NA,175140,101010
6578,77000,1998-03-13,NA,NA,180040,103180
6579,78000,1998-10-14,NA,NA,162960,88130
6580,108150,2020-01-16,NA,NA,175420,94290
6581,157000,2018-03-09,NA,NA,169680,93100
6582,204900,2018-11-21,NA,NA,225400,134610
6583,1e+05,1997-03-06,NA,NA,235130,136290
6584,0,2020-09-03,NA,NA,165480,96530
6585,280000,2007-04-03,NA,NA,216090,145390
6586,55000,1994-06-10,NA,NA,279790,169750
6587,159000,2004-11-18,NA,NA,199360,111230
6588,0,1979-09-10,NA,NA,103110,50400
6589,160000,2018-06-29,NA,NA,231490,151620
6590,55000,2019-12-23,NA,NA,56000,61740
6591,140000,2003-07-14,NA,NA,231700,122920
6592,0,1979-07-05,NA,NA,179410,93310
6593,450000,2022-07-27,NA,NA,191940,105280
6594,450000,2022-07-27,NA,NA,181160,108010
