"pid","sale_price","sale_date","total_2024","total_2023","building_2024","building_2023","extra_2024","extra_2023","outb_2024","outb_2023","land_2024","land_2023"
372,0,1963-07-11,75180,27090,0,0,0,0,26250,0,48930,27090
373,2730,2000-06-09,14840,8190,0,0,0,0,0,0,14840,8190
374,930000,1997-06-30,82810,49490,0,0,0,0,19880,14630,62930,34860
375,298700,2024-07-02,212590,110320,165970,82740,0,0,3920,350,42700,27230
376,170000,2021-12-22,172060,104860,119910,71470,2590,1820,0,0,49560,31570
377,105000,2003-03-17,94290,85120,79520,72590,14770,12530,0,0,0,0
378,115000,2004-09-17,94290,85120,79520,72590,14770,12530,0,0,0,0
379,170000,2025-04-24,90650,81830,79520,72590,11130,9240,0,0,0,0
380,103400,1991-06-26,94290,85120,79520,72590,14770,12530,0,0,0,0
381,125000,2021-07-27,94290,85120,79520,72590,14770,12530,0,0,0,0
382,175000,2023-08-11,94290,85120,79520,72590,14770,12530,0,0,0,0
383,119900,NA,94290,85120,79520,72590,14770,12530,0,0,0,0
384,102200,1991-05-22,94640,85470,79520,72590,15120,12880,0,0,0,0
385,183900,2023-08-09,94640,85470,79520,72590,15120,12880,0,0,0,0
386,1e+05,2004-05-13,94640,85470,79520,72590,15120,12880,0,0,0,0
387,106000,2003-05-13,94640,85470,79520,72590,15120,12880,0,0,0,0
388,75000,1995-06-16,94640,85470,79520,72590,15120,12880,0,0,0,0
389,0,2022-10-11,94640,85470,79520,72590,15120,12880,0,0,0,0
390,79900,1994-08-31,96740,86100,81480,73500,15260,12600,0,0,0,0
391,79900,1994-08-31,95620,85050,80360,72450,15260,12600,0,0,0,0
392,139500,2021-01-19,96740,86450,81480,73850,15260,12600,0,0,0,0
393,121900,2004-11-30,96740,86100,81480,73500,15260,12600,0,0,0,0
394,85000,2011-01-31,96740,86100,81480,73500,15260,12600,0,0,0,0
395,205000,2023-07-28,96740,86100,81480,73500,15260,12600,0,0,0,0
396,202000,2023-11-06,96740,86100,81480,73500,15260,12600,0,0,0,0
397,103400,2013-01-24,102200,86100,86310,73500,15890,12600,0,0,0,0
398,115000,2025-06-20,71050,31150,71050,31150,0,0,0,0,0,0
399,63000,2020-09-17,76370,34580,76370,34580,0,0,0,0,0,0
400,115500,2025-06-20,76650,34720,76650,34720,0,0,0,0,0,0
401,48000,2020-10-26,66570,29190,66570,29190,0,0,0,0,0,0
402,89610,2008-04-02,75600,34230,75600,34230,0,0,0,0,0,0
403,27000,2009-07-06,63000,27580,63000,27580,0,0,0,0,0,0
404,84000,2022-02-18,71820,31430,71820,31430,0,0,0,0,0,0
405,80000,2025-06-20,64540,27720,64540,27720,0,0,0,0,0,0
406,110000,2024-02-22,78400,35490,78400,35490,0,0,0,0,0,0
407,565000,2020-10-26,76510,34650,76510,34650,0,0,0,0,0,0
408,99091,2024-02-22,65940,28910,65940,28910,0,0,0,0,0,0
409,565000,2020-10-26,76650,34720,76650,34720,0,0,0,0,0,0
410,47000,2018-04-24,76510,34650,76510,34650,0,0,0,0,0,0
411,565000,2020-10-26,65800,28840,65800,28840,0,0,0,0,0,0
412,110000,2024-02-22,77070,34930,77070,34930,0,0,0,0,0,0
413,40000,2004-09-07,67830,29680,67830,29680,0,0,0,0,0,0
414,58000,2021-07-27,62860,27510,62860,27510,0,0,0,0,0,0
415,115000,2024-11-22,75880,34370,75880,34370,0,0,0,0,0,0
416,99091,2024-02-22,66360,29050,66360,29050,0,0,0,0,0,0
417,110000,2024-02-22,77140,34930,77140,34930,0,0,0,0,0,0
418,565000,2020-10-26,77910,35280,77910,35280,0,0,0,0,0,0
419,99091,2024-02-22,63070,27650,63070,27650,0,0,0,0,0,0
420,84500,2022-12-21,73850,33460,73850,33460,0,0,0,0,0,0
421,99091,2024-02-22,65870,28840,65870,28840,0,0,0,0,0,0
422,70000,2007-09-04,76650,34720,76650,34720,0,0,0,0,0,0
423,99091,2024-02-22,66080,28980,66080,28980,0,0,0,0,0,0
424,126000,2019-11-15,76790,34790,76790,34790,0,0,0,0,0,0
425,28869,2013-05-10,65940,28910,65940,28910,0,0,0,0,0,0
426,70000,2009-02-18,76930,34860,76930,34860,0,0,0,0,0,0
427,72000,2008-02-28,67200,29400,67200,29400,0,0,0,0,0,0
428,565000,2020-10-26,76650,34720,76650,34720,0,0,0,0,0,0
429,565000,2020-10-26,67270,29470,67270,29470,0,0,0,0,0,0
430,52000,2018-08-30,76930,34860,76930,34860,0,0,0,0,0,0
431,565000,2020-10-26,66780,29260,66780,29260,0,0,0,0,0,0
432,48000,2018-10-05,79590,36050,79590,36050,0,0,0,0,0,0
433,99091,2024-02-22,65590,28700,65590,28700,0,0,0,0,0,0
434,40000,2019-01-16,76790,34790,76790,34790,0,0,0,0,0,0
435,110000,2023-08-21,75390,34160,75390,34160,0,0,0,0,0,0
436,565000,2020-10-26,76720,34720,76720,34720,0,0,0,0,0,0
437,110000,2024-02-22,77280,35000,77280,35000,0,0,0,0,0,0
438,136000,2024-07-24,83160,34580,83160,34580,0,0,0,0,0,0
439,80000,2025-06-20,67900,29750,67900,29750,0,0,0,0,0,0
440,25000,1995-11-03,78120,35350,78120,35350,0,0,0,0,0,0
441,565000,2020-10-26,63560,27860,63560,27860,0,0,0,0,0,0
442,0,1988-05-23,74480,33740,74480,33740,0,0,0,0,0,0
443,25500,2002-12-09,66150,28980,66150,28980,0,0,0,0,0,0
444,112000,2023-05-02,80010,36190,80010,36190,0,0,0,0,0,0
445,51500,2006-09-12,65240,28560,65240,28560,0,0,0,0,0,0
446,114000,2024-05-02,74620,33810,74620,33810,0,0,0,0,0,0
447,36500,2017-01-06,63560,27860,63560,27860,0,0,0,0,0,0
448,126000,2019-11-15,78680,35630,78680,35630,0,0,0,0,0,0
449,75000,2007-11-09,63560,27860,63560,27860,0,0,0,0,0,0
450,8000,1994-08-26,67270,29470,67270,29470,0,0,0,0,0,0
451,85000,2005-12-01,80430,36400,80430,36400,0,0,0,0,0,0
452,0,1994-12-08,78330,35140,78330,35140,0,0,0,0,0,0
453,35000,2021-12-29,66640,29190,66640,29190,0,0,0,0,0,0
454,99091,2024-02-22,67480,29540,67480,29540,0,0,0,0,0,0
455,30000,2000-12-28,77350,35000,77350,35000,0,0,0,0,0,0
456,25000,2000-11-29,63420,27790,63420,27790,0,0,0,0,0,0
457,112000,2024-12-17,75460,34160,75460,34160,0,0,0,0,0,0
458,110000,2024-02-22,75950,34370,75950,34370,0,0,0,0,0,0
459,99091,2024-02-22,64750,28350,64750,28350,0,0,0,0,0,0
460,565000,2020-10-26,62300,27300,62300,27300,0,0,0,0,0,0
461,50000,2020-10-27,73920,33460,73920,33460,0,0,0,0,0,0
462,61000,2024-03-15,62020,27160,62020,27160,0,0,0,0,0,0
463,99091,2024-02-22,65030,28490,65030,28490,0,0,0,0,0,0
464,126000,2019-11-15,76930,34860,76930,34860,0,0,0,0,0,0
465,16001,1999-12-29,65030,28490,65030,28490,0,0,0,0,0,0
466,127000,2024-10-31,82810,34790,82810,34790,0,0,0,0,0,0
467,84500,2022-12-21,77910,35280,77910,35280,0,0,0,0,0,0
468,99091,2024-02-22,64890,28420,64890,28420,0,0,0,0,0,0
469,64000,2021-12-29,75810,34300,75810,34300,0,0,0,0,0,0
470,76500,2022-07-21,66570,29190,66570,29190,0,0,0,0,0,0
471,53750,2020-10-27,76650,34720,76650,34720,0,0,0,0,0,0
472,99091,2024-02-22,66500,29120,66500,29120,0,0,0,0,0,0
473,0,1990-11-14,76650,34720,76650,34720,0,0,0,0,0,0
474,110000,2024-10-01,67480,28770,67480,28770,0,0,0,0,0,0
475,110000,2024-02-22,77420,35070,77420,35070,0,0,0,0,0,0
476,45000,2006-05-25,65100,28560,65100,28560,0,0,0,0,0,0
477,0,1993-08-02,77420,35070,77420,35070,0,0,0,0,0,0
478,0,1941-10-30,4760,2660,0,0,0,0,0,0,4760,2660
479,65000,2017-07-13,159810,99470,106260,72730,0,0,0,0,53550,26740
480,2e+05,2023-01-30,155050,101010,107170,70490,0,0,0,0,47880,30520
481,149000,2022-12-30,190050,118090,140140,86170,0,0,910,700,49000,31220
482,3e+05,2021-05-07,201600,139510,147350,103950,0,0,8960,6720,45290,28840
483,0,2021-03-01,191590,123270,139650,89530,0,0,5600,4200,46340,29540
484,6500000,2021-03-24,69440,37030,64610,33110,4830,3920,0,0,0,0
485,6500000,2021-03-24,113120,60480,104720,53690,8400,6790,0,0,0,0
486,6500000,2021-03-24,111580,59710,103180,52920,8400,6790,0,0,0,0
487,6500000,2021-03-24,111580,59710,103180,52920,8400,6790,0,0,0,0
488,6500000,2021-03-24,113120,60480,104720,53690,8400,6790,0,0,0,0
489,6500000,2021-03-24,60970,31290,60970,31290,0,0,0,0,0,0
490,6500000,2021-03-24,113680,60760,105280,53970,8400,6790,0,0,0,0
491,6500000,2021-03-24,103180,52920,103180,52920,0,0,0,0,0,0
492,6500000,2021-03-24,135450,72660,124530,63840,10920,8820,0,0,0,0
493,6500000,2021-03-24,104720,53690,104720,53690,0,0,0,0,0,0
494,6500000,2021-03-24,79730,40880,79730,40880,0,0,0,0,0,0
495,6500000,2021-03-24,86870,46060,81690,41860,5180,4200,0,0,0,0
496,6500000,2021-03-24,86870,46060,81690,41860,5180,4200,0,0,0,0
497,6500000,2021-03-24,111580,59710,103180,52920,8400,6790,0,0,0,0
498,6500000,2021-03-24,122430,65450,113190,58030,9240,7420,0,0,0,0
499,6500000,2021-03-24,121240,63070,118020,60480,3220,2590,0,0,0,0
500,6500000,2021-03-24,113120,60480,104720,53690,8400,6790,0,0,0,0
501,6500000,2021-03-24,113120,60480,104720,53690,8400,6790,0,0,0,0
502,6500000,2021-03-24,66010,33880,66010,33880,0,0,0,0,0,0
503,6500000,2021-03-24,111580,59710,103180,52920,8400,6790,0,0,0,0
504,6500000,2021-03-24,113120,60480,104720,53690,8400,6790,0,0,0,0
505,6500000,2021-03-24,81690,41860,81690,41860,0,0,0,0,0,0
506,6500000,2021-03-24,64610,33110,64610,33110,0,0,0,0,0,0
507,6500000,2021-03-24,111580,59710,103180,52920,8400,6790,0,0,0,0
508,6500000,2021-03-24,113120,60480,104720,53690,8400,6790,0,0,0,0
509,6500000,2021-03-24,76020,38990,76020,38990,0,0,0,0,0,0
510,6500000,2021-03-24,114170,61040,105770,54250,8400,6790,0,0,0,0
511,6500000,2021-03-24,113120,60480,104720,53690,8400,6790,0,0,0,0
512,38000,1998-08-04,166670,83230,126350,74690,0,0,0,0,40320,8540
513,112500,2015-03-17,161140,91630,118020,82180,0,0,420,350,42700,9100
514,350000,2021-04-15,3920,840,0,0,0,0,0,0,3920,840
515,165000,2021-03-24,210140,129360,161350,97790,0,0,3990,3010,44800,28560
516,90000,1995-12-29,192080,123690,141820,91140,2590,1820,3360,2520,44310,28210
517,84900,2001-09-06,158900,101220,115150,73360,0,0,0,0,43750,27860
518,67900,1998-12-01,161910,108430,114030,77490,0,0,3570,2730,44310,28210
519,228888,2021-09-17,175980,112070,123970,78260,0,0,6160,4620,45850,29190
588,319300,2007-12-04,229110,137130,188790,111440,0,0,0,0,40320,25690
589,188000,2015-03-20,255710,161630,215390,135940,0,0,0,0,40320,25690
590,235000,2021-07-20,182350,109130,135660,78680,0,0,6370,4760,40320,25690
591,225000,2009-11-03,251860,153860,212660,128870,0,0,490,350,38710,24640
592,139900,2015-10-01,175840,102410,132370,74760,0,0,4760,3010,38710,24640
593,165000,2008-10-28,182980,121520,141260,94430,3010,2450,0,0,38710,24640
594,0,2016-03-07,178360,110880,137830,84910,2590,1820,0,0,37940,24150
595,120750,2002-07-31,158410,101500,120470,77350,0,0,0,0,37940,24150
596,265000,2023-12-20,182910,110880,143360,85330,0,0,0,350,39550,25200
597,150000,2008-07-02,180670,104020,138530,77210,2590,1610,0,0,39550,25200
598,176000,2010-05-06,242760,149170,197050,119350,0,0,6160,4620,39550,25200
599,0,1980-12-02,244580,136990,201040,108640,0,0,5600,4200,37940,24150
600,65000,1994-03-31,255360,150710,217420,126560,0,0,0,0,37940,24150
601,118000,1996-02-29,300720,181020,253960,150080,3150,2520,4900,3780,38710,24640
602,40103,2015-01-29,155400,100520,117460,76370,0,0,0,0,37940,24150
603,250000,2003-10-24,347130,208180,297010,175420,0,0,7420,5530,42700,27230
604,180000,2004-01-23,253610,140770,205100,110250,0,0,2660,1330,45850,29190
605,105000,2017-05-22,175630,111020,117250,73570,2590,1820,12040,7770,43750,27860
606,136000,2016-11-01,195650,126070,151900,97790,0,0,0,420,43750,27860
607,185000,2021-11-09,227220,134540,186900,108850,0,0,0,0,40320,25690
608,245000,2019-06-10,306040,181440,262780,153440,0,0,3710,2800,39550,25200
609,77000,1994-05-02,186550,105070,144480,77910,0,0,3360,2520,38710,24640
610,90708,2018-08-08,160370,104300,121660,79660,0,0,0,0,38710,24640
611,0,2017-07-07,148750,88270,103740,59850,0,0,6300,3780,38710,24640
612,115000,2012-12-31,187180,119980,130550,82670,2590,1890,8750,6580,45290,28840
613,110000,2013-11-18,177380,109900,134820,82740,3850,2520,0,0,38710,24640
614,295000,2007-08-17,253260,152320,211820,125720,2730,1960,0,0,38710,24640
615,91500,1999-11-01,248010,147000,208670,121870,0,0,630,490,38710,24640
616,360000,2023-06-30,230580,138670,191870,114030,0,0,0,0,38710,24640
617,108000,2003-06-09,182140,97930,138880,70350,0,0,0,0,43260,27580
618,0,1985-12-17,167090,99680,119490,68880,0,0,4340,3220,43260,27580
619,251000,2023-11-22,178080,103810,136920,77630,0,0,0,0,41160,26180
620,158000,2003-03-31,209860,125440,163940,95550,0,0,5600,4200,40320,25690
621,81500,1997-02-28,166460,107940,120610,79310,0,0,5530,2940,40320,25690
622,77000,1999-09-30,154980,101990,114660,76300,0,0,0,0,40320,25690
623,85000,2000-12-04,177450,112280,134190,84420,0,0,2940,2170,40320,25690
624,439000,2025-02-24,195300,117250,144830,84420,0,0,6160,4620,44310,28210
625,403000,2024-08-05,217210,117530,174020,89530,2870,1960,0,350,40320,25690
626,330000,2023-05-26,239190,162400,196770,135030,0,0,2100,1680,40320,25690
627,170000,2022-03-22,202510,124040,162190,98350,0,0,0,0,40320,25690
628,0,1989-08-28,169050,110600,122780,80640,0,0,4340,3220,41930,26740
629,155300,2004-05-05,220780,132720,176190,103740,0,0,5040,3780,39550,25200
630,215000,2022-08-23,183610,95550,139720,67130,0,0,4340,3220,39550,25200
631,220000,2020-08-20,240240,142590,200130,116970,0,0,560,420,39550,25200
632,295000,2020-06-19,262080,170520,213360,138460,0,0,9170,6860,39550,25200
633,3e+05,2022-11-14,222670,133770,183120,108570,0,0,0,0,39550,25200
634,145000,2009-09-21,179900,111020,137970,84280,0,0,0,0,41930,26740
635,59000,2012-09-06,160300,101430,115640,72660,2590,1820,140,210,41930,26740
636,0,2003-08-22,194670,130270,137200,92260,2660,1960,12880,9310,41930,26740
637,210000,2021-03-09,176540,111230,129010,80290,0,0,5600,4200,41930,26740
638,340000,2025-08-05,236600,180810,159320,129920,5600,4410,22680,15260,49000,31220
639,210000,2004-12-08,212170,134050,163170,102830,0,0,0,0,49000,31220
640,169200,2005-02-16,179130,116970,131390,85890,5810,4340,0,0,41930,26740
641,225500,2021-01-25,202230,130200,152600,98350,2730,1960,0,0,46900,29890
642,157000,2017-03-29,164640,108990,114240,75950,0,0,7700,5810,42700,27230
643,196500,2021-02-03,253610,167440,200410,131880,0,0,11270,8820,41930,26740
644,159000,2012-12-26,167300,113960,125370,87220,0,0,0,0,41930,26740
645,140000,2011-03-28,161980,104650,120050,77560,0,0,0,350,41930,26740
646,0,2015-09-09,185080,114240,137410,83370,2660,1820,3080,2310,41930,26740
647,165000,2021-04-08,192010,114730,147280,85470,0,0,2800,2520,41930,26740
648,155000,2017-04-18,185290,121380,140840,92750,0,0,2520,1890,41930,26740
649,174500,2009-09-02,194390,128870,149660,100030,0,0,2800,2100,41930,26740
650,115000,2012-04-16,195090,119560,141960,85750,0,0,8820,5600,44310,28210
651,226600,2017-05-01,304150,179550,263830,153860,0,0,0,0,40320,25690
652,112000,2000-05-24,272160,169680,228480,141470,0,0,3360,2520,40320,25690
653,370000,2021-12-30,338520,203490,289450,171710,0,0,4760,3570,44310,28210
654,189000,2004-09-09,153930,98350,113610,72660,0,0,0,0,40320,25690
655,113000,2009-03-13,201600,114940,159670,88200,0,0,0,0,41930,26740
656,84000,1998-08-03,178010,104790,133770,76090,0,0,4690,3500,39550,25200
657,412000,2025-07-11,277550,177170,232960,148190,0,0,5040,3780,39550,25200
658,128000,1992-01-06,285880,174930,242060,146510,0,0,4270,3220,39550,25200
659,120500,1994-12-13,341040,211050,295890,181650,0,0,5600,4200,39550,25200
660,267000,2018-09-25,317590,197540,275310,170310,0,0,2730,2030,39550,25200
661,139900,2001-03-01,289660,177450,246960,148260,0,0,3150,3990,39550,25200
662,138000,2019-09-12,150990,96670,107310,68460,0,0,3360,2520,40320,25690
663,70000,1997-06-13,145670,95410,105350,69720,0,0,0,0,40320,25690
664,132000,2016-12-29,336000,208320,290850,178920,0,0,5600,4200,39550,25200
665,0,1997-01-08,122496,99960,83226,74130,0,0,560,1190,38710,24640
666,190000,2010-11-10,341670,214270,272720,180530,6440,1260,9380,7070,53130,25410
667,0,1995-07-17,339150,212870,246750,107310,0,0,33320,24430,59080,81130
668,58000,1998-02-02,145950,85680,103250,58450,0,0,0,0,42700,27230
669,173000,2020-11-05,167370,107660,130270,84000,0,0,0,0,37100,23660
670,106500,1998-10-15,244650,148330,198940,115850,0,2660,6160,4620,39550,25200
671,138000,2021-02-24,157010,101640,115920,75180,0,0,1540,1260,39550,25200
672,101000,2013-12-23,157850,94570,119910,70420,0,0,0,0,37940,24150
673,120000,2000-01-11,238910,146020,200970,121870,0,0,0,0,37940,24150
674,239000,2021-05-05,203490,129990,165550,105840,0,0,0,0,37940,24150
675,156900,2017-11-02,177450,105490,139510,81340,0,0,0,0,37940,24150
676,302000,2021-10-27,218120,126840,179480,102130,0,0,700,560,37940,24150
677,173000,2015-09-22,237230,141820,199290,117670,0,0,0,0,37940,24150
678,214900,2022-09-23,173110,109760,132580,83230,2590,1820,0,560,37940,24150
679,215000,2004-02-03,271600,168700,233660,144130,0,0,0,420,37940,24150
680,120000,2012-04-27,182560,120050,144620,95900,0,0,0,0,37940,24150
681,324900,2021-12-02,309890,184310,257390,159250,0,0,0,0,52500,25060
682,255000,2021-08-10,242900,149800,194950,117670,0,0,10010,7980,37940,24150
683,129000,2000-08-11,247380,148400,206850,122360,2590,1890,0,0,37940,24150
684,89000,1997-06-20,329070,205030,289590,178990,0,0,1540,1890,37940,24150
685,290000,2006-08-17,208880,131530,168280,105350,0,0,2660,2030,37940,24150
686,137500,2021-10-07,212380,132370,161840,99470,0,0,6230,4690,44310,28210
687,240500,2016-04-21,346920,209930,298410,178570,0,0,4200,3150,44310,28210
688,18100,2019-05-01,194040,109340,147700,78960,2800,1960,4830,3780,38710,24640
689,160000,2011-03-07,235130,139160,194810,113470,0,0,0,0,40320,25690
690,160000,2014-05-13,182490,114380,141750,88270,2800,1960,0,0,37940,24150
691,245999,2024-02-05,160510,102690,115920,74480,0,0,5040,3010,39550,25200
692,0,1987-01-08,188930,124110,145390,95900,0,0,3990,3010,39550,25200
693,0,2013-11-12,240240,145950,191380,111440,2590,4270,6720,5040,39550,25200
694,317000,2006-06-12,273350,171500,230790,142520,0,0,3010,3780,39550,25200
695,0,2006-06-27,188020,121170,143640,92470,0,0,4060,3010,40320,25690
696,140000,2013-05-17,206430,130550,158760,99120,2800,2240,5320,3990,39550,25200
697,122500,2016-01-08,195860,128800,152880,101290,2660,1820,0,0,40320,25690
698,119000,1999-08-13,274120,158340,229250,129220,0,0,4550,3430,40320,25690
699,0,1986-12-18,188720,119630,137340,85680,2660,1960,8400,6300,40320,25690
700,236000,2006-09-25,214900,130970,174580,105280,0,0,0,0,40320,25690
701,255000,2017-10-04,242550,140140,194250,108640,2660,1820,5320,3990,40320,25690
702,63500,2017-09-11,238350,132860,189630,100870,0,0,8400,6300,40320,25690
703,191000,2010-07-01,246260,147210,205940,121520,0,0,0,0,40320,25690
704,285000,2021-05-26,246400,146020,206080,120330,0,0,0,0,40320,25690
705,158000,2019-10-04,167300,104090,125790,78190,0,0,2800,1260,38710,24640
706,90000,1996-06-18,182770,111790,135520,82530,0,0,4550,2030,42700,27230
707,131000,2003-08-27,204400,129990,146300,92260,2590,1820,4620,3500,50890,32410
708,155000,2021-01-05,244160,142100,201460,114870,0,0,0,0,42700,27230
709,245000,2005-02-14,238770,141470,193480,112700,0,0,2590,1540,42700,27230
710,92000,1999-05-24,186690,115920,140770,86310,0,0,3220,2380,42700,27230
711,171200,2012-06-11,221480,135940,170800,102970,0,0,5880,4410,44800,28560
712,110000,2009-09-24,227150,135940,187600,110740,0,0,0,0,39550,25200
713,259350,2024-09-25,266630,135940,219310,105700,0,0,420,350,46900,29890
714,112000,2002-02-22,235410,140560,189140,110180,0,0,6720,5180,39550,25200
715,335000,2025-07-02,168000,115500,110950,77420,5600,4410,7700,5810,43750,27860
716,89000,1991-06-12,173880,109410,134330,83860,0,0,0,350,39550,25200
717,150000,2013-02-22,239820,147490,188860,113470,0,0,12250,9380,38710,24640
718,320000,2025-07-21,153930,97300,115220,72660,0,0,0,0,38710,24640
719,275000,2022-09-22,171430,107380,130690,80990,2800,2240,0,0,37940,24150
720,242500,2021-12-10,207620,143080,165270,115780,2800,2100,0,0,39550,25200
721,198000,2005-04-13,169960,105140,119840,72380,0,0,7420,5530,42700,27230
722,103000,2002-08-20,206290,120050,157010,88060,0,0,4480,3430,44800,28560
723,89900,1999-02-26,168000,105490,123340,76650,0,0,3500,2660,41160,26180
724,285000,2023-08-08,206850,126980,158270,95480,2800,1820,4620,3500,41160,26180
725,180000,2020-06-03,186060,118300,140770,89250,2590,1820,0,0,42700,27230
726,68000,1994-11-28,155820,99960,116270,74760,0,0,0,0,39550,25200
727,75000,1996-10-18,169680,108360,124740,79240,2590,1820,2800,2100,39550,25200
728,60000,2015-12-31,181580,114450,141260,89250,0,0,770,0,39550,25200
729,186500,2004-07-30,225750,146440,175350,114030,2800,1960,700,560,46900,29890
730,155000,2004-06-10,160930,103530,112630,72660,0,0,4550,3010,43750,27860
731,0,2022-01-11,168420,110670,128100,84980,0,0,0,0,40320,25690
732,212500,2021-05-03,241920,147700,203210,123060,0,0,0,0,38710,24640
733,0,1988-08-12,162120,105980,115710,75460,0,0,7700,5880,38710,24640
734,64900,2014-06-18,161980,102060,117040,72730,0,0,5390,4130,39550,25200
735,64000,1996-06-24,213220,140280,162890,107800,2590,1890,840,700,46900,29890
736,160000,2021-06-22,182910,104230,135030,73710,0,0,0,0,47880,30520
737,241000,2020-10-01,188440,130900,143640,102340,0,0,0,0,44800,28560
738,208000,2022-05-13,185780,119700,140140,90440,0,0,1330,1050,44310,28210
739,209000,2021-12-20,192710,133630,147490,104650,0,0,910,770,44310,28210
740,124900,2002-12-03,181090,120190,136150,91490,0,0,630,490,44310,28210
